City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
551,Boda,4.3189,17.4695,77.04,40,91,2.04,CF,2021-12-13 00:09:03
552,Namatanai,-3.6667,152.4333,86.16,65,95,5.57,PG,2021-12-13 00:09:03
553,Hambantota,6.1241,81.1185,78.04,82,100,14.18,LK,2021-12-13 00:06:10
554,General Pico,-35.6566,-63.7568,67.51,40,16,8.46,AR,2021-12-13 00:09:01
555,Dalbandin,28.8947,64.4101,47.84,29,0,4.65,PK,2021-12-13 00:09:03
556,Blagoyevo,63.3667,47.9167,6.84,93,68,5.86,RU,2021-12-13 00:09:04
557,Mildura,-34.2,142.15,92.07,14,41,10.36,AU,2021-12-13 00:06:35
558,Mersing,2.4312,103.8405,78.06,87,100,11.83,MY,2021-12-13 00:09:04
559,Coolum Beach,-26.5333,153.1,80.11,71,55,12.19,AU,2021-12-13 00:09:05
560,Kadoma,34.7333,135.5833,49.98,49,86,11.05,JP,2021-12-13 00:09:05
561,Dawson Creek,55.7666,-120.2362,6.08,91,100,5.68,CA,2021-12-13 00:08:34
562,Emerald,-23.5333,148.1667,83.34,57,1,6.42,AU,2021-12-13 00:09:05
563,Gao,16.6362,1.637,73.18,10,98,10.49,ML,2021-12-13 00:09:06
564,Parintins,-2.6283,-56.7358,76.01,97,100,1.48,BR,2021-12-13 00:09:06
565,Flin Flon,54.7682,-101.865,10.58,97,100,1.61,CA,2021-12-13 00:04:50
566,Codajas,-3.8367,-62.0569,74.12,99,100,1.74,BR,2021-12-13 00:09:06
567,Mianyang,31.4593,104.7542,46.9,76,88,3.11,CN,2021-12-13 00:09:07
568,Igatpuri,19.7,73.55,66.06,59,33,5.91,IN,2021-12-13 00:09:07
569,Pangkalanbuun,-2.6833,111.6167,77.76,90,84,2.98,ID,2021-12-13 00:09:07
570,Mnogovershinnyy,53.9353,139.9242,19.0,95,100,12.55,RU,2021-12-13 00:09:08
