city_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
526,Sambava,-14.2667,50.1667,79.03,71,21,7.63,MG,few clouds,2021-12-13 04:54:49
527,Gagra,43.3283,40.2239,41.92,51,1,6.17,GE,clear sky,2021-12-13 04:54:49
528,Irituia,-1.7711,-47.4381,74.46,95,94,2.17,BR,overcast clouds,2021-12-13 04:54:49
529,Chingirlau,51.095,54.0814,13.26,83,5,2.93,KZ,clear sky,2021-12-13 04:54:50
530,Tazovskiy,67.4667,78.7,-29.36,95,17,5.48,RU,few clouds,2021-12-13 04:45:59
531,Goderich,43.7501,-81.7165,43.12,61,79,21.85,CA,broken clouds,2021-12-13 04:54:50
532,Havre-Saint-Pierre,50.2334,-63.5986,30.79,50,40,36.82,CA,scattered clouds,2021-12-13 04:54:50
533,Tessalit,20.1986,1.0114,66.36,10,76,7.14,ML,broken clouds,2021-12-13 04:47:49
534,Sibolga,1.7427,98.7792,81.37,79,100,1.74,ID,overcast clouds,2021-12-13 04:54:51
535,Pundaguitan,6.3711,126.1689,82.67,75,100,5.06,PH,overcast clouds,2021-12-13 04:54:51
536,Contamana,-7.3333,-75.0167,76.37,84,47,2.84,PE,scattered clouds,2021-12-13 04:54:51
537,Oussouye,12.485,-16.5469,73.42,77,36,6.62,SN,scattered clouds,2021-12-13 04:54:52
538,Whitehorse,60.7161,-135.0538,-4.7,76,90,5.99,CA,light snow,2021-12-13 04:45:24
539,Avanigadda,16.0215,80.9181,80.74,68,96,13.09,IN,overcast clouds,2021-12-13 04:54:52
540,Caravelas,-17.7125,-39.2481,74.64,89,90,5.66,BR,overcast clouds,2021-12-13 04:47:49
541,Alyangula,-13.8483,136.4192,96.67,36,13,5.75,AU,few clouds,2021-12-13 04:54:53
542,Eureka,40.8021,-124.1637,50.94,90,100,8.01,US,overcast clouds,2021-12-13 04:43:11
543,Vardo,70.3705,31.1107,32.2,80,82,16.4,NO,broken clouds,2021-12-13 04:47:37
544,Hay River,60.8156,-115.7999,-4.02,77,20,6.91,CA,few clouds,2021-12-13 04:54:53
545,Walker,30.7335,-95.5669,50.09,65,0,4.92,US,clear sky,2021-12-13 04:54:53
546,Leua,48.2156,18.6071,29.12,94,15,2.3,SK,few clouds,2021-12-13 04:54:54
547,Bundaberg,-24.85,152.35,85.21,56,40,5.01,AU,scattered clouds,2021-12-13 04:54:54
548,Turayf,31.6725,38.6637,50.25,66,0,9.22,SA,clear sky,2021-12-13 04:48:02
549,Peniche,39.3558,-9.3811,57.88,77,5,9.73,PT,clear sky,2021-12-13 04:54:54
550,Kerman,30.2832,57.0788,26.46,59,0,4.61,IR,clear sky,2021-12-13 04:54:55
551,High Level,58.5169,-117.136,-0.29,85,90,5.75,CA,light snow,2021-12-13 04:54:55
552,Bengkulu,-3.8004,102.2655,84.49,65,44,6.55,ID,scattered clouds,2021-12-13 04:46:22
553,Tarut,26.5733,50.0369,66.18,44,28,13.62,SA,scattered clouds,2021-12-13 04:54:56
554,Neuquen,-38.9516,-68.0591,58.89,41,0,12.66,AR,clear sky,2021-12-13 04:54:56
555,Derzhavinsk,51.1,66.3167,3.67,94,8,5.12,KZ,clear sky,2021-12-13 04:54:56
556,Kendari,-3.945,122.4989,89.83,59,100,2.77,ID,overcast clouds,2021-12-13 04:54:57
557,Kabalo,-6.05,26.9167,69.17,96,98,2.44,CD,overcast clouds,2021-12-13 04:54:57
558,Jalalabad,34.4265,70.4515,57.31,17,60,0.78,AF,broken clouds,2021-12-13 04:54:57
559,Pontianak,-0.0333,109.3333,82.38,83,75,6.91,ID,light rain,2021-12-13 04:54:57
560,Morondava,-20.2833,44.2833,83.41,70,1,5.91,MG,clear sky,2021-12-13 04:54:58
561,Bathsheba,13.2167,-59.5167,79.41,89,40,19.57,BB,scattered clouds,2021-12-13 04:46:59
562,Bima,-8.4667,118.7167,86.68,75,56,2.39,ID,broken clouds,2021-12-13 04:54:58
563,Magadan,59.5667,150.8,9.97,81,100,10.51,RU,overcast clouds,2021-12-13 04:54:59
564,Orlik,52.5178,99.825,10.06,85,76,1.57,RU,broken clouds,2021-12-13 04:54:59
565,Usinsk,65.9939,57.5281,10.51,91,99,15.55,RU,overcast clouds,2021-12-13 04:48:38
566,Adrar,20.5022,-10.0711,62.76,18,31,10.51,MR,scattered clouds,2021-12-13 04:48:44
567,Chumikan,54.7183,135.315,8.55,85,91,19.06,RU,overcast clouds,2021-12-13 04:54:59
568,Kainantu,-6.2887,145.8655,74.75,65,99,3.47,PG,overcast clouds,2021-12-13 04:55:00
569,Maumere,-8.6199,122.2111,84.6,73,76,3.09,ID,light rain,2021-12-13 04:55:00
570,Calvia,39.5657,2.5062,50.41,81,0,5.08,ES,clear sky,2021-12-13 04:55:00
571,Litovko,49.2361,135.1742,13.32,87,14,4.07,RU,few clouds,2021-12-13 04:55:01
572,Beyneu,45.3167,55.2,21.54,57,5,10.51,KZ,clear sky,2021-12-13 04:48:47
573,Sungaipenuh,-2.0833,101.3833,75.87,74,77,3.47,ID,broken clouds,2021-12-13 04:55:01
574,Russkaya Polyana,49.417,31.9201,37.63,83,100,10.07,UA,overcast clouds,2021-12-13 04:55:01
575,Kutum,14.2,24.6667,62.11,37,28,5.46,SD,scattered clouds,2021-12-13 04:55:02
576,Jingdezhen,29.2947,117.2079,55.36,59,81,3.85,CN,broken clouds,2021-12-13 04:55:02
577,Puri,19.8,85.85,74.37,58,84,8.52,IN,broken clouds,2021-12-13 04:55:02
578,Majene,-3.5403,118.9707,84.9,68,100,4.94,ID,overcast clouds,2021-12-13 04:55:03
579,Sundargarh,22.1167,84.0333,69.69,45,13,3.94,IN,few clouds,2021-12-13 04:55:03
580,Tura,25.5198,90.2201,73.02,45,0,1.3,IN,clear sky,2021-12-13 04:48:46
581,Kodinar,20.7903,70.7031,79.63,45,1,6.22,IN,clear sky,2021-12-13 04:55:04
582,Thinadhoo,0.5333,72.9333,81.48,75,80,10.6,MV,broken clouds,2021-12-13 04:49:54
583,Ixtapa,20.7,-105.2,68.95,87,47,2.73,MX,scattered clouds,2021-12-13 04:55:04
584,Fort Nelson,58.8053,-122.7002,0.99,78,90,5.75,CA,light snow,2021-12-13 04:49:08
585,Boyuibe,-20.4167,-63.2833,69.48,96,100,2.98,BO,overcast clouds,2021-12-13 04:55:05
586,Poya,-21.35,165.15,76.19,95,100,3.91,NC,light rain,2021-12-13 04:55:05
587,Middelburg,-25.7751,29.4648,64.69,77,100,5.08,ZA,overcast clouds,2021-12-13 04:50:22
588,Balkhash,46.844,74.9804,25.41,80,75,8.95,KZ,broken clouds,2021-12-13 04:48:03
589,Aksum,14.1245,38.7244,54.84,51,1,3.8,ET,clear sky,2021-12-13 04:55:05
590,Pyay,18.8167,95.2167,81.91,53,1,7.14,MM,clear sky,2021-12-13 04:55:06
591,Surt,31.2089,16.5887,57.11,70,45,11.21,LY,scattered clouds,2021-12-13 04:55:06
592,Rawson,-43.3002,-65.1023,57.02,68,82,2.13,AR,broken clouds,2021-12-13 04:55:06
593,Guarapari,-20.6667,-40.4975,76.89,90,100,10.89,BR,overcast clouds,2021-12-13 04:55:07
594,Zeya,53.75,127.2667,2.14,61,100,1.28,RU,overcast clouds,2021-12-13 04:55:07
595,Mehran,33.1222,46.1646,53.08,27,95,1.45,IR,overcast clouds,2021-12-13 04:55:07
596,Mirosov,49.6878,13.6581,37.18,95,100,28.99,CZ,overcast clouds,2021-12-13 04:55:08
597,Kiama,-34.6833,150.8667,80.01,60,2,3.0,AU,clear sky,2021-12-13 04:47:33
598,Lobito,-12.3481,13.5456,76.44,87,100,1.25,AO,light rain,2021-12-13 04:55:08
599,Beberibe,-4.1797,-38.1306,84.16,79,85,12.62,BR,overcast clouds,2021-12-13 04:55:09
600,Vila,42.0304,-8.1588,43.34,81,9,4.38,PT,clear sky,2021-12-13 04:55:09
601,Fengcheng,40.4536,124.0717,29.23,26,0,5.03,CN,clear sky,2021-12-13 04:55:09
602,Kudahuvadhoo,2.6708,72.8944,80.89,75,95,4.47,MV,overcast clouds,2021-12-13 04:48:25
603,Wanxian,30.8039,108.3897,55.8,68,100,3.2,CN,overcast clouds,2021-12-13 04:55:10
604,Nhulunbuy,-12.2333,136.7667,97.41,46,90,13.8,AU,overcast clouds,2021-12-13 04:47:11
605,Curuca,-0.7289,-47.8481,76.28,91,95,3.83,BR,overcast clouds,2021-12-13 04:55:10
606,Taiyuan,37.8694,112.5603,35.46,32,0,4.47,CN,clear sky,2021-12-13 04:55:10
607,Thoen,17.6129,99.2161,83.55,45,9,3.04,TH,clear sky,2021-12-13 04:55:11
608,Steinhagen,52.0,8.4,49.66,97,100,8.59,DE,overcast clouds,2021-12-13 04:55:11
609,Shangzhi,45.2167,127.9667,17.37,75,37,13.42,CN,scattered clouds,2021-12-13 04:55:11
610,Acapulco,16.8634,-99.8901,77.59,75,3,3.15,MX,clear sky,2021-12-13 04:49:04
611,Gari,59.4307,62.3497,15.94,90,99,5.44,RU,overcast clouds,2021-12-13 04:55:12
612,Manaira,-7.7061,-38.1544,69.69,76,99,5.39,BR,overcast clouds,2021-12-13 04:55:12
613,Dwarka,22.2394,68.9678,76.77,42,0,9.48,IN,clear sky,2021-12-13 04:46:48
614,Dzilam Gonzalez,21.2833,-88.9333,72.55,84,5,5.61,MX,clear sky,2021-12-13 04:55:13
615,Sioux Lookout,50.1001,-91.917,30.58,93,90,6.91,CA,light snow,2021-12-13 04:48:56
616,Batsfjord,70.6345,29.7185,32.22,93,78,10.63,NO,broken clouds,2021-12-13 04:55:13
617,Dunedin,-45.8742,170.5036,60.3,73,93,10.94,NZ,overcast clouds,2021-12-13 04:44:10
618,Lagunas,-5.2269,-75.6753,73.99,92,36,2.1,PE,scattered clouds,2021-12-13 04:55:13
619,Mount Gambier,-37.8333,140.7667,64.31,63,90,16.11,AU,light rain,2021-12-13 04:49:38
620,Taoudenni,22.6783,-3.9836,62.02,31,18,11.92,ML,few clouds,2021-12-13 04:55:14
621,Monsefu,-6.8781,-79.8722,66.54,83,59,8.34,PE,broken clouds,2021-12-13 04:55:14
622,Olafsvik,64.8945,-23.7142,39.83,93,100,10.71,IS,overcast clouds,2021-12-13 04:55:15
623,Svetlogorsk,52.6333,29.7333,36.05,91,100,3.71,BY,overcast clouds,2021-12-13 04:46:57
624,Ouargaye,11.5033,0.0572,74.73,18,81,7.94,BF,broken clouds,2021-12-13 04:55:15
625,Aconibe,1.2968,10.9369,69.53,90,99,2.73,GQ,overcast clouds,2021-12-13 04:55:15
626,Havoysund,70.9963,24.6622,44.83,81,100,15.03,NO,overcast clouds,2021-12-13 04:46:58
627,Kimbe,-5.5502,150.1429,82.83,84,97,4.07,PG,moderate rain,2021-12-13 04:55:16
628,Nortelandia,-14.4547,-56.8028,72.34,97,100,4.83,BR,moderate rain,2021-12-13 04:55:16
629,Paka,4.6374,103.4368,82.33,83,40,9.22,MY,scattered clouds,2021-12-13 04:55:16
630,West Wendover,40.7391,-114.0733,31.21,69,90,3.44,US,overcast clouds,2021-12-13 04:55:17
631,Bosaso,11.2842,49.1816,77.4,61,0,7.96,SO,clear sky,2021-12-13 04:55:17
632,Ostrovnoy,68.0531,39.5131,27.93,93,100,12.97,RU,overcast clouds,2021-12-13 04:49:21
633,Paamiut,61.994,-49.6678,14.11,79,65,5.7,GL,broken clouds,2021-12-13 04:47:38
634,Parana,-31.732,-60.5238,68.58,95,100,13.33,AR,light rain,2021-12-13 04:55:18
635,Mulchen,-37.7167,-72.2333,47.88,73,47,6.13,CL,scattered clouds,2021-12-13 04:55:18
636,Corumba,-19.0092,-57.6533,72.82,98,100,3.38,BR,overcast clouds,2021-12-13 04:55:18
637,Aduturai,11.0147,79.4791,82.63,70,59,11.72,IN,broken clouds,2021-12-13 04:55:19
638,Abramovka,51.1886,41.0202,25.27,52,100,13.02,RU,overcast clouds,2021-12-13 04:55:19
639,Teya,60.3778,92.6267,-5.73,99,95,1.16,RU,overcast clouds,2021-12-13 04:55:19
640,Bouar,5.934,15.596,69.13,29,94,5.93,CF,overcast clouds,2021-12-13 04:55:20
641,Ahja,58.2091,27.0734,33.98,89,100,6.78,EE,overcast clouds,2021-12-13 04:55:20
642,Rognan,67.0953,15.3878,33.94,90,98,6.33,NO,light snow,2021-12-13 04:55:20
643,San Lawrenz,36.0553,14.204,53.85,72,21,1.99,MT,few clouds,2021-12-13 04:55:21
644,Piacabucu,-10.4056,-36.4344,77.29,80,43,9.28,BR,scattered clouds,2021-12-13 04:53:14
645,Xuddur,4.1213,43.8894,75.76,60,89,23.47,SO,overcast clouds,2021-12-13 04:55:21
646,Esqueda,30.7167,-109.5833,53.69,47,65,4.9,MX,broken clouds,2021-12-13 04:55:22
647,Bhatkal,13.9667,74.5667,84.79,53,100,7.76,IN,overcast clouds,2021-12-13 04:55:22
648,Baykit,61.67,96.37,-20.7,98,37,1.25,RU,scattered clouds,2021-12-13 04:48:13
649,Ati,13.2154,18.3353,68.25,18,50,7.7,TD,scattered clouds,2021-12-13 04:55:22
650,Alenquer,-1.9417,-54.7383,77.34,90,100,1.54,BR,overcast clouds,2021-12-13 04:55:23
651,Butembo,0.15,29.2833,62.06,75,100,2.06,CD,overcast clouds,2021-12-13 04:55:23
652,Upington,-28.4478,21.2561,70.18,49,0,4.61,ZA,clear sky,2021-12-13 04:55:23
653,Zhezkazgan,47.8043,67.7144,17.58,86,90,20.13,KZ,light snow,2021-12-13 04:49:40
654,Tuy Hoa,13.0833,109.3,74.08,90,97,19.15,VN,overcast clouds,2021-12-13 04:55:24
655,Ekhabi,53.5102,142.9671,24.69,91,100,21.79,RU,light snow,2021-12-13 04:55:24
656,La Paz Centro,12.34,-86.6753,76.86,72,2,8.01,NI,clear sky,2021-12-13 04:55:24
657,Freeport,40.6576,-73.5832,44.96,49,0,4.0,US,clear sky,2021-12-13 04:55:03
658,Cartagena Del Chaira,1.3349,-74.8429,73.69,76,57,3.15,CO,broken clouds,2021-12-13 04:55:25
659,Martyush,56.4,61.8819,15.78,75,59,10.89,RU,broken clouds,2021-12-13 04:55:25
660,Podosinovets,60.2776,47.0659,17.15,93,100,7.4,RU,overcast clouds,2021-12-13 04:55:26
661,Te Anau,-45.4167,167.7167,70.7,48,80,1.7,NZ,broken clouds,2021-12-13 04:48:13
662,Arman,59.7,150.1667,6.94,80,100,14.03,RU,overcast clouds,2021-12-13 04:46:47
663,Sorong,-0.8833,131.25,85.33,69,100,6.02,ID,overcast clouds,2021-12-13 04:53:35
664,Tilichiki,60.4667,166.1,-4.65,97,100,18.79,RU,snow,2021-12-13 04:48:30
665,Embonas,36.2269,27.8564,55.53,79,16,12.19,GR,few clouds,2021-12-13 04:55:26
666,Shaki,41.0833,47.1667,45.39,70,76,1.14,AZ,broken clouds,2021-12-13 04:55:27
667,Edea,3.8,10.1333,76.78,96,55,1.41,CM,broken clouds,2021-12-13 04:55:27
668,Nuuk,64.1835,-51.7216,5.27,80,8,9.06,GL,clear sky,2021-12-13 04:55:27
669,Tecoanapa,16.5167,-98.75,76.5,77,0,4.45,MX,clear sky,2021-12-13 04:48:35
670,Shimoda,34.6667,138.95,57.56,56,43,4.14,JP,scattered clouds,2021-12-13 04:48:14
671,Tabou,4.423,-7.3528,78.53,85,4,4.79,CI,clear sky,2021-12-13 04:49:38
672,Lazaro Cardenas,17.9583,-102.2,76.14,88,8,4.14,MX,clear sky,2021-12-13 04:55:28
673,San Mateo Del Mar,16.2,-95.0,76.75,72,0,29.75,MX,clear sky,2021-12-13 04:55:28
674,Fairview,40.8126,-73.999,43.54,46,0,8.01,US,clear sky,2021-12-13 04:55:29
675,Weiser,44.251,-116.9693,45.32,79,100,4.56,US,overcast clouds,2021-12-13 04:55:29
676,Dongsheng,39.8161,109.9776,26.55,47,0,14.0,CN,clear sky,2021-12-13 04:55:29
677,Gat,31.61,34.7642,66.9,38,100,4.74,IL,overcast clouds,2021-12-13 04:55:30
678,Aswan,24.0934,32.907,65.5,72,0,10.36,EG,clear sky,2021-12-13 04:55:30
679,Urumqi,43.801,87.6005,11.35,67,81,2.24,CN,broken clouds,2021-12-13 04:55:30
680,Kulhudhuffushi,6.6221,73.07,81.95,72,64,7.29,MV,broken clouds,2021-12-13 04:55:30
681,Jilib,0.4883,42.7854,81.46,72,94,8.03,SO,overcast clouds,2021-12-13 04:55:31
682,Martapura,-3.4167,114.85,86.09,74,40,8.05,ID,scattered clouds,2021-12-13 04:55:31
683,Oakdale,44.963,-92.9649,33.22,80,1,1.99,US,clear sky,2021-12-13 04:55:31
684,Tortoli,39.9256,9.6572,47.91,33,0,5.28,IT,clear sky,2021-12-13 04:55:32
685,Soyo,-6.1349,12.3689,76.87,90,100,3.85,AO,overcast clouds,2021-12-13 04:55:32
